INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT
Washington and Lee University,Lexington,VA,37.788939,-79.443018,0.2116,1444,52455,52455
Wytheville Community College,Wytheville,VA,36.95731,-81.071181,NULL,NULL,4725,10653
Bellevue College,Bellevue,WA,47.584014,-122.150118,NULL,NULL,3778,9144
Bellingham Technical College,Bellingham,WA,48.766189,-122.51216,NULL,NULL,3600,4547
Big Bend Community College,Moses Lake,WA,47.183651,-119.325678,NULL,NULL,4161,4573
Central Washington University,Ellensburg,WA,47.002687,-120.538368,0.7816,1062,8072,23053
Centralia College,Centralia,WA,46.715017,-122.960591,NULL,NULL,4437,4872
City University of Seattle,Seattle,WA,47.617381,-122.344594,NULL,NULL,16973,16973
Paul Mitchell the School-Richland,Richland,WA,46.22626,-119.246059,NULL,NULL,NULL,NULL
Clark College,Vancouver,WA,45.636133,-122.651257,NULL,NULL,4287,9718
Clover Park Technical College,Lakewood,WA,47.176084,-122.497873,NULL,NULL,5740,5740
Columbia Basin College,Pasco,WA,46.25216,-119.12103,NULL,NULL,5288,7258
Cornish College of the Arts,Seattle,WA,47.618174,-122.336238,0.7746,NULL,41642,41642
Divers Institute of Technology,Seattle,WA,47.647402,-122.340894,NULL,NULL,NULL,NULL
Eastern Washington University,Cheney,WA,47.490667,-117.583808,0.6342,991,7323,24444
Edmonds Community College,Lynnwood,WA,47.816376,-122.327598,NULL,NULL,4136,9506
Everett Community College,Everett,WA,48.006626,-122.204736,NULL,NULL,3794,9160
Paroba College of Cosmetology,Everett,WA,47.907818,-122.243673,0.8714,NULL,NULL,NULL
The Evergreen State College,Olympia,WA,47.07382,-122.977492,0.9523,NULL,7746,26262
Pierce College-Fort Steilacoom,Lakewood,WA,47.172082,-122.570935,NULL,NULL,3862,4290
Glen Dow Academy of Hair Design,Spokane,WA,47.657719,-117.416526,NULL,NULL,NULL,NULL
Gonzaga University,Spokane,WA,47.666531,-117.400625,0.6562,1282,43210,43210
Grays Harbor College,Aberdeen,WA,46.953881,-123.803068,NULL,NULL,4080,9446
Green River College,Auburn,WA,47.313648,-122.175819,NULL,NULL,4053,4482
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,47.761696,-122.344548,NULL,NULL,NULL,NULL
Heritage University,Toppenish,WA,46.3748,-120.394972,NULL,NULL,17914,17914
Highline College,Des Moines,WA,47.388231,-122.303064,NULL,NULL,4026,4462
International Air and Hospitality Academy,Vancouver,WA,45.627871,-122.639759,NULL,NULL,NULL,NULL
Bastyr University,Kenmore,WA,47.729935,-122.251708,NULL,NULL,NULL,NULL
Gene Juarez Academy,Mountlake Terrace,WA,47.779174,-122.312814,NULL,NULL,NULL,NULL
Bates Technical College,Tacoma,WA,47.251743,-122.44683,NULL,NULL,5391,10889
Lake Washington Institute of Technology,Kirkland,WA,47.705077,-122.167131,NULL,NULL,4251,9618
Lower Columbia College,Longview,WA,46.14214,-122.935928,NULL,NULL,3864,4269
BJ's Beauty & Barber College,Tacoma,WA,47.208428,-122.483385,NULL,NULL,NULL,NULL
North Seattle College,Seattle,WA,47.698408,-122.333584,NULL,NULL,4461,4461
Northwest University,Kirkland,WA,47.657945,-122.192763,0.9521,1138,31540,31540
Olympic College,Bremerton,WA,47.574769,-122.635113,NULL,NULL,3771,4241
Perry Technical Institute,Yakima,WA,46.571492,-120.537976,NULL,NULL,NULL,NULL
Pacific Lutheran University,Tacoma,WA,47.14516,-122.440421,0.7979,1172,42436,42436
Peninsula College,Port Angeles,WA,48.101295,-123.412865,NULL,NULL,4453,5023
University of Puget Sound,Tacoma,WA,47.26308,-122.478982,0.8831,NULL,49776,49776
Renton Technical College,Renton,WA,47.489206,-122.176303,NULL,NULL,5466,5902
Saint Martin's University,Lacey,WA,47.041068,-122.816354,0.9563,1111,37356,37356
South Seattle College,Seattle,WA,47.5475,-122.352672,NULL,NULL,4717,4717
Seattle Central College,Seattle,WA,47.616748,-122.321231,NULL,NULL,3669,3669
Seattle Pacific University,Seattle,WA,47.650214,-122.361667,0.9008,1145,42939,42939
Seattle University,Seattle,WA,47.608859,-122.318851,0.7565,1246,44610,44610
Shoreline Community College,Shoreline,WA,47.747402,-122.358626,NULL,NULL,3873,6622
Skagit Valley College,Mount Vernon,WA,48.437194,-122.30894,NULL,NULL,4200,4700
South Puget Sound Community College,Olympia,WA,47.023698,-122.929578,NULL,NULL,4423,9923
Spokane Community College,Spokane,WA,47.674034,-117.360065,NULL,NULL,3547,8914
Spokane Falls Community College,Spokane,WA,47.676741,-117.463538,NULL,NULL,3547,8914
Stylemaster College of Hair Design,Longview,WA,46.136018,-122.934592,NULL,NULL,NULL,NULL
Tacoma Community College,Tacoma,WA,47.244622,-122.524793,NULL,NULL,4276,9706
Walla Walla Community College,Walla Walla,WA,46.078557,-118.276505,NULL,NULL,4455,5955
Walla Walla University,College Place,WA,46.048088,-118.389555,0.5077,1114,28035,28035
Washington State University,Pullman,WA,46.730448,-117.158168,0.7719,1123,11584,25820
University of Washington-Seattle Campus,Seattle,WA,47.65538,-122.30514,0.4869,1347,11207,36588
Wenatchee Valley College,Wenatchee,WA,47.431234,-120.337198,NULL,NULL,4035,4464
Western Washington University,Bellingham,WA,48.737812,-122.485734,0.8766,1193,8126,23540
Whatcom Community College,Bellingham,WA,48.7939,-122.493253,NULL,NULL,4551,9980
Whitman College,Walla Walla,WA,46.069815,-118.331546,0.5015,1355,52764,52764
Whitworth University,Spokane,WA,47.753358,-117.416714,0.9078,1194,43640,43640
Yakima Valley College,Yakima,WA,46.586098,-120.528525,NULL,NULL,5163,5638
Alderson Broaddus University,Philippi,WV,39.158067,-80.047728,0.4253,1029,27910,27910
Appalachian Beauty School,Belfry,KY,37.624479,-82.266793,NULL,NULL,NULL,NULL
Appalachian Bible College,Mount Hope,WV,37.853335,-81.198867,0.4524,1044,14720,14720
B M Spurr School of Practical Nursing,Glen Dale,WV,39.946126,-80.752394,0.3043,NULL,NULL,NULL
Ben Franklin Career Center,Dunbar,WV,38.367234,-81.75353,NULL,NULL,5430,5430
Bethany College,Bethany,WV,40.205819,-80.560056,0.9077,1028,29773,29773
Bluefield State College,Bluefield,WV,37.265732,-81.239037,0.9454,1020,7056,13536
Cabell County Career Technology Center,Huntington,WV,38.403244,-82.372418,NULL,NULL,NULL,NULL
Charleston School of Beauty Culture,Charleston,WV,38.349945,-81.634583,NULL,NULL,NULL,NULL
University of Charleston,Charleston,WV,38.333367,-81.616244,0.5042,1057,30900,30900
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,39.279875,-80.339054,NULL,NULL,NULL,NULL
Concord University,Athens,WV,37.423723,-81.006696,0.8898,1050,8211,17655
Davis & Elkins College,Elkins,WV,38.931232,-79.846022,0.3695,1005,29590,29590
Fairmont State University,Fairmont,WV,39.483079,-80.162433,0.9477,1048,7514,16324
Glenville State College,Glenville,WV,38.93547,-80.834295,NULL,NULL,6919,15580
Huntington Junior College,Huntington,WV,38.419732,-82.443234,NULL,NULL,8550,8550
James Rumsey Technical Institute,Martinsburg,WV,39.5328,-77.978583,NULL,NULL,NULL,NULL
Ralph R Willis Career and Technical Center,Stollings,WV,37.82694,-81.94289,NULL,NULL,NULL,NULL
Marshall University,Huntington,WV,38.422482,-82.428964,0.9062,1100,8128,18614
Mercer County Technical Education Center,Princeton,WV,37.360024,-81.104647,NULL,NULL,NULL,NULL
Meredith Manor International Equestrian Center,Waverly,WV,39.298354,-81.398107,NULL,NULL,24637,24637
Monongalia County Technical Education Center,Morgantown,WV,39.611165,-79.957275,0.7778,NULL,NULL,NULL
Morgantown Beauty College Inc,Morgantown,WV,39.628866,-79.954593,NULL,NULL,NULL,NULL
Mountain State College,Parkersburg,WV,39.273787,-81.548845,NULL,NULL,8215,8215
Ohio Valley University,Vienna,WV,39.312447,-81.537808,0.3443,1078,21900,21900
West Virginia University at Parkersburg,Parkersburg,WV,39.216379,-81.506192,NULL,NULL,3722,8234
Potomac State College of West Virginia University,Keyser,WV,39.438323,-78.981441,NULL,NULL,4488,11376
Academy of Careers and Technology,Beckley,WV,37.795299,-81.165435,NULL,NULL,NULL,NULL
Salem University,Salem,WV,39.288632,-80.571767,NULL,NULL,16700,16700
Shepherd University,Shepherdstown,WV,39.433071,-77.804101,0.8946,1074,7548,18048
Southern West Virginia Community and Technical College,Mount Gay,WV,37.851756,-82.023014,NULL,NULL,3892,5981
Fred W Eberle Technical Center,Buckhannon,WV,39.001908,-80.225278,NULL,NULL,NULL,NULL
West Virginia School of Osteopathic Medicine,Lewisburg,WV,37.804273,-80.43782,NULL,NULL,NULL,NULL
West Virginia State University,Institute,WV,38.380541,-81.765034,0.9439,1023,8212,17666
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,39.654269,-79.957959,NULL,NULL,NULL,NULL
West Liberty University,West Liberty,WV,40.164417,-80.602256,0.6936,1050,7680,15620
West Virginia University Institute of Technology,Beckley,WV,37.775924,-81.184072,0.6065,1170,7464,18648
West Virginia Wesleyan College,Buckhannon,WV,38.990661,-80.218969,0.7017,1102,31640,31640
West Virginia Junior College-Charleston,Charleston,WV,38.34804,-81.63413,NULL,NULL,12818,12818
West Virginia Junior College-Morgantown,Morgantown,WV,39.63248,-79.955006,NULL,NULL,13210,13210
International Beauty School 4,Martinsburg,WV,39.456357,-77.965463,NULL,NULL,NULL,NULL
West Virginia Northern Community College,Wheeling,WV,40.063318,-80.721263,NULL,NULL,4107,11403
West Virginia University,Morgantown,WV,39.634371,-79.954391,0.8161,1169,8856,24950
Wheeling University,Wheeling,WV,40.070873,-80.690804,0.8634,1072,29290,29290
Wood County School of Practical Nursing,Parkersburg,WV,39.21676,-81.50573,1,NULL,NULL,NULL
VICI Beauty School,Greenfield,WI,42.969877,-88.049912,NULL,NULL,NULL,NULL
Alverno College,Milwaukee,WI,42.982842,-87.965174,0.6978,NULL,28302,28302
Madison Area Technical College,Madison,WI,43.12183,-89.327921,NULL,NULL,4407,6512
Bellin College,Green Bay,WI,44.468277,-87.921722,0.8814,1170,20500,20500
Beloit College,Beloit,WI,42.504022,-89.029285,0.564,1230,50040,50040
Blackhawk Technical College,Janesville,WI,42.593159,-89.016254,NULL,NULL,4364,6647
Cardinal Stritch University,Milwaukee,WI,43.139752,-87.909045,0.7094,1035,29998,29998
Carroll University,Waukesha,WI,43.004527,-88.228114,0.6864,1165,31918,31918
Carthage College,Kenosha,WI,42.622969,-87.820924,0.6783,1173,43550,43550
Columbia College of Nursing,Glendale,WI,43.097318,-87.918283,NULL,NULL,NULL,NULL
Concordia University-Wisconsin,Mequon,WI,43.253387,-87.91552,0.6473,1150,29450,29450
Edgewood College,Madison,WI,43.057059,-89.422884,0.7288,1133,29500,29500
Fox Valley Technical College,Appleton,WI,44.283174,-88.45893,NULL,NULL,4565,6578
Gateway Technical College,Kenosha,WI,42.605677,-87.846695,NULL,NULL,4454,6467
The Professional Hair Design Academy,Eau Claire,WI,44.783374,-91.461714,NULL,NULL,NULL,NULL
Lakeland University,Plymouth,WI,43.841573,-87.883414,0.5198,1008,28870,28870
Lakeshore Technical College,Cleveland,WI,43.924774,-87.75454,NULL,NULL,4247,6260
Lawrence University,Appleton,WI,44.261323,-88.397822,0.6248,1341,47475,47475
Maranatha Baptist University,Watertown,WI,43.195013,-88.737016,0.908,1147,15410,15410
Marian University,Fond Du Lac,WI,43.777411,-88.420638,0.6504,1030,27400,27400
Marquette University,Milwaukee,WI,43.03903,-87.927961,0.8166,1271,41870,41870
Medical College of Wisconsin,Milwaukee,WI,43.044527,-88.022674,NULL,NULL,NULL,NULL
Mid-State Technical College,Wisconsin Rapids,WI,44.391091,-89.783785,NULL,NULL,4432,6445
Milwaukee Area Technical College,Milwaukee,WI,43.04359,-87.920818,NULL,NULL,4589,6602
Milwaukee Institute of Art & Design,Milwaukee,WI,43.030917,-87.907925,0.6401,NULL,37360,37360
Milwaukee School of Engineering,Milwaukee,WI,43.045364,-87.907691,0.6311,1295,40749,40749
Moraine Park Technical College,Fond du Lac,WI,43.785224,-88.417656,NULL,NULL,4403,6377
Mount Mary University,Milwaukee,WI,43.072507,-88.030732,0.6198,1000,30100,30100
Nashotah House,Nashotah,WI,43.082193,-88.423743,NULL,NULL,NULL,NULL
Nicolet Area Technical College,Rhinelander,WI,45.609542,-89.425055,NULL,NULL,4404,6606
Northcentral Technical College,Wausau,WI,44.986458,-89.646369,NULL,NULL,3553,5163
Northeast Wisconsin Technical College,Green Bay,WI,44.526467,-88.105675,NULL,NULL,4479,6492
Northland College,Ashland,WI,46.579087,-90.87476,0.5096,NULL,36183,36183
Ripon College,Ripon,WI,43.844135,-88.842333,0.69,1155,43808,43808
Sacred Heart Seminary and School of Theology,Franklin,WI,42.910829,-88.04438,NULL,NULL,NULL,NULL
Saint Norbert College,De Pere,WI,44.44483,-88.067812,0.7768,1195,38129,38129
Holy Family College,Manitowoc,WI,44.071038,-87.742961,0.5,951,28390,28390
State College of Beauty Culture Inc,Wausau,WI,44.936911,-89.618062,NULL,NULL,NULL,NULL
Southwest Wisconsin Technical College,Fennimore,WI,42.976238,-90.637714,NULL,NULL,4404,6377
Viterbo University,La Crosse,WI,43.803133,-91.244297,0.758,1172,27970,27970
Chippewa Valley Technical College,Eau Claire,WI,44.794867,-91.505675,NULL,NULL,4364,6377
Waukesha County Technical College,Pewaukee,WI,43.071444,-88.256292,NULL,NULL,4405,6271
Western Technical College,La Crosse,WI,43.815309,-91.246191,NULL,NULL,4403,6377
University of Wisconsin-Whitewater,Whitewater,WI,42.835563,-88.742368,0.7578,1105,7692,16265
Wisconsin Indianhead Technical College,Shell Lake,WI,45.747831,-91.916484,NULL,NULL,4729,6877
Wisconsin School of Professional Psychology,Milwaukee,WI,43.10534,-88.026735,NULL,NULL,NULL,NULL
University of Wisconsin-Eau Claire,Eau Claire,WI,44.798284,-91.501906,0.7796,1170,8820,17095
University of Wisconsin-Green Bay,Green Bay,WI,44.532298,-87.919973,0.7858,1120,7878,15728
University of Wisconsin-La Crosse,La Crosse,WI,43.81568,-91.23186,0.7065,1220,9107,17776
Wisconsin Lutheran College,Milwaukee,WI,43.036943,-88.022718,0.8039,1142,29725,29725
University of Wisconsin-Oshkosh,Oshkosh,WI,44.026206,-88.549369,0.7084,1105,7621,15194
University of Wisconsin-Parkside,Kenosha,WI,42.647718,-87.855231,0.6712,1065,7389,15378
Herzing University-Madison,Madison,WI,43.14415,-89.291561,1,NULL,14000,14000
University of Wisconsin-Stout,Menomonie,WI,44.873187,-91.926653,0.9011,1135,9457,17424
University of Wisconsin-Superior,Superior,WI,46.717629,-92.091007,0.776,1105,8126,15699
University of Wisconsin-Madison,Madison,WI,43.075409,-89.404098,0.5173,1365,10555,36805
University of Wisconsin-Milwaukee,Milwaukee,WI,43.076848,-87.880488,0.7403,1120,9588,20867
University of Wisconsin-Platteville,Platteville,WI,42.733451,-90.48622,0.8236,1150,7796,15646
University of Wisconsin-River Falls,River Falls,WI,44.8534,-92.622641,0.7507,1135,8025,15598
University of Wisconsin-Stevens Point,Stevens Point,WI,44.529582,-89.570934,0.8329,1120,8239,16506
Casper College,Casper,WY,42.832788,-106.326712,NULL,NULL,3072,7584
Central Wyoming College,Riverton,WY,43.030556,-108.426738,NULL,NULL,3120,7632
Eastern Wyoming College,Torrington,WY,42.079354,-104.190823,NULL,NULL,2928,7440
Laramie County Community College,Cheyenne,WY,41.104288,-104.778789,NULL,NULL,3426,7938
Northwest College,Powell,WY,44.760656,-108.761853,NULL,NULL,3447,7959
Northern Wyoming Community College District,Sheridan,WY,44.763926,-106.941105,NULL,NULL,3396,7908
Western Wyoming Community College,Rock Springs,WY,41.590964,-109.237126,NULL,NULL,2953,7465
Cheeks Beauty Academy,Cheyenne,WY,41.134123,-104.816751,NULL,NULL,NULL,NULL
WyoTech,Laramie,WY,41.30354,-105.621161,NULL,NULL,NULL,NULL
University of Wyoming,Laramie,WY,41.311773,-105.57931,0.9603,1202,5400,17490
American Samoa Community College,PagoPago,AS,-14.322636,-170.742774,NULL,NULL,3950,4250
Guam Community College,Mangilao,GU,13.440649,144.808944,NULL,NULL,3414,4614
University of Guam,Mangilao,GU,13.433047,144.803978,NULL,NULL,5804,12860
Northern Marianas College,Saipan,MP,15.152247,145.721733,NULL,NULL,4038,5520
Institute of Beauty Careers,Arecibo,PR,18.468413,-66.719492,NULL,NULL,NULL,NULL
Educational Technical College-Recinto de Bayamon,BAYAMON,PR,18.398885,-66.151679,NULL,NULL,NULL,NULL
American University of Puerto Rico,Bayamon,PR,18.407058,-66.186631,NULL,NULL,6221,6221
American University of Puerto Rico,Manati,PR,18.434072,-66.478655,NULL,NULL,6221,6221
Antilles School of Technical Careers,San Juan,PR,18.438416,-66.059206,NULL,NULL,NULL,NULL
Universidad Adventista de las Antillas,Mayaguez,PR,18.205329,-67.112632,0.9907,NULL,7070,7070
Atlantic University College,Guaynabo,PR,18.357395,-66.111714,NULL,NULL,7425,7425
Universidad Central de Bayamon,Bayamn,PR,18.398864,-66.180773,0.71,NULL,6260,6260
Columbia Central University-Caguas,Caguas,PR,18.22329,-66.022543,NULL,NULL,6600,6600
Carlos Albizu University-San Juan,San Juan,PR,18.466573,-66.113908,0.6304,NULL,7284,7284
Caribbean University-Bayamon,Bayamon,PR,18.383136,-66.168315,NULL,NULL,5424,5424
Caribbean University-Carolina,Carolina,PR,18.380193,-65.960036,NULL,NULL,5424,5424
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,18.446006,-66.679114,0.9924,NULL,5388,5388
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,18.00165,-66.617138,0.9171,NULL,5490,5490
CEM College-San Juan,San Juan,PR,18.393955,-66.035797,NULL,NULL,7425,7425
Universidad Teologica del Caribe,Trujillo Alto,PR,18.373928,-66.010617,NULL,NULL,4342,4342
Colegio Universitario de San Juan,San Juan,PR,18.428528,-66.066529,0.9362,NULL,2370,2370
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,18.387183,-66.061647,NULL,NULL,5820,5820
Conservatory of Music of Puerto Rico,San Juan,PR,18.454016,-66.078811,0.7778,NULL,3370,3850
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,18.466567,-66.11841,NULL,NULL,NULL,NULL
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,18.334858,-66.990909,0.8522,NULL,6200,6200
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,18.200082,-67.141725,NULL,NULL,NULL,NULL
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,18.46778,-66.121348,0.939,NULL,3462,5622
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,18.432962,-66.472476,0.8367,NULL,1125,1125
Huertas College,Caguas,PR,18.236147,-66.025572,NULL,NULL,6635,6635
Humacao Community College,Humacao,PR,18.148274,-65.826857,NULL,NULL,5002,5002
ICPR Junior College-Arecibo,Arecibo,PR,18.478059,-66.759324,NULL,NULL,7010,7010
ICPR Junior College-Mayaguez,Mayaguez,PR,18.202277,-67.144762,NULL,NULL,7010,7010
Richport Technical College,Gurabo,PR,18.249934,-65.983829,NULL,NULL,NULL,NULL
Instituto de Banca y Comercio Inc,Guaynabo,PR,18.385053,-66.107393,NULL,NULL,NULL,NULL
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,17.977897,-66.118728,0.8678,NULL,1125,1125
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,17.999381,-66.629804,0.987,NULL,1130,1130
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,18.411097,-66.016003,0.9828,NULL,1105,1105
Inter American University of Puerto Rico-San German,San German,PR,18.08353,-67.05082,0.4525,NULL,5940,5940
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,18.467886,-67.121671,0.464,NULL,5902,5902
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,18.47509,-66.75901,0.2828,NULL,5872,5872
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,18.182777,-66.303153,0.4017,NULL,5902,5902
Inter American University of Puerto Rico-Metro,San Juan,PR,18.368988,-66.077711,0.1793,NULL,8688,8688
Inter American University of Puerto Rico-Ponce,Mercedita,PR,18.007388,-66.578498,0.2754,NULL,5914,5914
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,18.329222,-65.648052,0.571,NULL,5940,5940
Inter American University of Puerto Rico-Guayama,Guayama,PR,17.96635,-66.108164,0.4308,NULL,5902,5902
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,18.351631,-66.182473,0.3072,NULL,5940,5940
Inter American University of Puerto Rico-School of Law,San Juan,PR,18.428145,-66.072656,NULL,NULL,NULL,NULL
International Technical College,San Juan,PR,18.416999,-66.057312,NULL,NULL,NULL,NULL
Liceo de Arte y Tecnologia,San Juan,PR,18.421013,-66.056421,NULL,NULL,NULL,NULL
Modern Hairstyling Institute-Bayamon,Bayamon,PR,18.400061,-66.155872,1,NULL,NULL,NULL
Modern Hairstyling Institute-Arecibo,Arecibo,PR,18.47582,-66.754059,0.8636,NULL,NULL,NULL
National University College,Bayamon,PR,18.396872,-66.157027,0.5745,NULL,6675,6675
Ponce Paramedical College Inc,Ponce,PR,18.008256,-66.589719,NULL,NULL,NULL,NULL
Ponce Health Sciences University,Ponce,PR,18.0083,-66.589688,NULL,NULL,13126,24126
University of Puerto Rico-Aguadilla,Aguadilla,PR,18.498652,-67.13793,0.7436,987,4654,6609
University of Puerto Rico-Arecibo,Arecibo,PR,18.469199,-66.74114,0.4995,NULL,4094,6049
University of Puerto Rico-Bayamon,Bayamon,PR,18.371398,-66.143541,0.6988,NULL,4084,6039
University of Puerto Rico-Carolina,Carolina,PR,18.392069,-65.990165,0.316,1009,6121,9053
University of Puerto Rico-Cayey,Cayey,PR,18.11882,-66.162066,0.7231,1107,4089,6044
University of Puerto Rico-Humacao,Humacao,PR,18.146589,-65.838602,0.4187,NULL,4094,6049
University of Puerto Rico-Utuado,Utuado,PR,18.254577,-66.721667,0.4038,NULL,4094,6049
University of Puerto Rico-Mayaguez,Mayaguez,PR,18.211142,-67.139172,0.6351,NULL,4094,6049
University of Puerto Rico-Medical Sciences,San Juan,PR,18.396548,-66.074894,NULL,NULL,NULL,NULL
University of Puerto Rico-Ponce,Ponce,PR,17.993314,-66.606215,0.3526,NULL,4089,6044
University of Puerto Rico-Rio Piedras,San Juan,PR,18.402826,-66.050009,0.4267,NULL,4094,6049
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,18.414805,-65.983869,NULL,NULL,5820,5820
Universidad del Sagrado Corazon,Santurce,PR,18.441166,-66.059617,0.3946,NULL,6000,6000
Seminario Evangelico de Puerto Rico,San Juan,PR,18.407003,-66.052816,NULL,NULL,NULL,NULL
Universidad Central Del Caribe,Bayamon,PR,18.366171,-66.153758,0.8889,NULL,8182,8182
Universidad Politecnica de Puerto Rico,Hato Rey,PR,18.422195,-66.056084,NULL,NULL,8610,8610
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,18.182375,-67.145695,0.962,NULL,5388,5388
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,18.239647,-66.006259,NULL,NULL,5820,5820
College of Micronesia-FSM,Pohnpei,FM,6.909759,158.158189,0.7635,NULL,4750,4750
Palau Community College,Koror,PW,7.343177,134.473744,NULL,NULL,3250,3610
University of the Virgin Islands,Charlotte Amalie,VI,18.344193,-64.972866,0.9778,NULL,5235,14496
Stanford University,Stanford,CA,37.429434,-122.167359,0.0436,1497,51354,51354
Purdue University-Main Campus,West Lafayette,IN,40.428206,-86.914435,0.5798,1309,9992,28794
Blue Hills Regional Technical School,Canton,MA,42.18221,-71.104081,0.3333,NULL,NULL,NULL
Parker University,Dallas,TX,32.880335,-96.893564,NULL,NULL,15564,15564
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,18.415375,-66.055403,0.8578,NULL,6200,6200
ICPR Junior College-General Institutional,Hato Rey,PR,18.415291,-66.05712,NULL,NULL,7010,7010
City College-Fort Lauderdale,Fort Lauderdale,FL,26.187467,-80.1705,NULL,NULL,14539,14539
Meridian College,Sarasota,FL,27.380724,-82.425309,NULL,NULL,NULL,NULL
Georgia State University-Perimeter College,Atlanta,GA,33.753426,-84.385712,0.6558,NULL,3304,9501
Georgia Piedmont Technical College,Clarkston,GA,33.789898,-84.234504,NULL,NULL,2924,5060
Cortiva Institute-Chicago,Chicago,IL,41.882813,-87.627407,NULL,NULL,NULL,NULL
ETI School of Skilled Trades,Willowbrook,IL,41.748334,-87.936249,NULL,NULL,NULL,NULL
Trend Setters' Academy of Beauty Culture-Elizabethtown,Elizabethtown,KY,37.703008,-85.882526,NULL,NULL,NULL,NULL
Traxlers School of Hair,Jackson,MS,32.268023,-90.261863,NULL,NULL,NULL,NULL
Metro Business College-Rolla,Rolla,MO,37.937304,-91.754581,NULL,NULL,11375,11375
Metro Business College-Jefferson City,Jefferson City,MO,38.588967,-92.250014,NULL,NULL,11375,11375
Warren County Community College,Washington,NJ,40.744812,-75.018309,NULL,NULL,4980,5880
St. John's College,Santa Fe,NM,35.666974,-105.912478,0.6704,1301,54118,54118
Bais Medrash Elyon,Monsey,NY,41.114079,-74.069798,0.8,NULL,8600,8600
Antioch University-Los Angeles,Culver City,CA,33.988533,-118.384458,NULL,NULL,NULL,NULL
Antioch University-Santa Barbara,Santa Barbara,CA,34.419203,-119.6958,NULL,NULL,NULL,NULL
Antioch University-New England,Keene,NH,42.932344,-72.293798,NULL,NULL,NULL,NULL
Antioch University-Seattle,Seattle,WA,47.615916,-122.346318,NULL,NULL,NULL,NULL
Antioch University-Midwest,Yellow Springs,OH,39.80321,-83.908684,NULL,NULL,NULL,NULL
Mid-America Christian University,Oklahoma City,OK,35.347785,-97.578297,NULL,NULL,19604,19604
Platt College,Tulsa,OK,36.109468,-95.903824,NULL,NULL,NULL,NULL
Ponca City Beauty College,Ponca City,OK,36.73957,-97.06801,NULL,NULL,NULL,NULL
Francis Tuttle Technology Center,Oklahoma City,OK,35.60052,-97.640672,NULL,NULL,NULL,NULL
Central Technology Center,Drumright,OK,35.994261,-96.585322,NULL,NULL,NULL,NULL
Carrington College-Portland,Portland,OR,45.532356,-122.653583,0.8361,NULL,NULL,NULL
Career Technology Center of Lackawanna County,Scranton,PA,41.452849,-75.652477,NULL,NULL,NULL,NULL
Houston Graduate School of Theology,Houston,TX,29.673594,-95.448846,NULL,NULL,NULL,NULL
Palo Alto College,San Antonio,TX,29.322955,-98.543468,NULL,NULL,2820,13830
Sebring Career Schools-Huntsville,Huntsville,TX,30.702549,-95.549878,NULL,NULL,NULL,NULL
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,29.493246,-98.551137,NULL,NULL,NULL,NULL
Central Texas Beauty College-Round Rock,Round Rock,TX,30.520723,-97.685077,NULL,NULL,NULL,NULL
Unification Theological Seminary,New York,NY,40.754309,-73.981154,NULL,NULL,NULL,NULL
Athens Technical College,Athens,GA,33.990183,-83.339598,NULL,NULL,2798,4934
GateWay Community College-Central City,Phoenix,AZ,33.435686,-112.054912,NULL,NULL,NULL,NULL
Carrington College-San Leandro,San Leandro,CA,37.699627,-122.12567,0.9189,NULL,NULL,NULL
Headmasters School of Hair Design,Lewiston,ID,46.421026,-117.025943,NULL,NULL,NULL,NULL
The Salon Professional Academy-Nampa,Nampa,ID,43.567768,-116.563413,NULL,NULL,NULL,NULL
Beckfield College-Florence,Florence,KY,39.017166,-84.641475,NULL,NULL,13295,13295
Dorsey School of Business-Wayne,Wayne,MI,42.28171,-83.382299,NULL,NULL,29784,29784
